Accession,Organism_Name,GenBank_RefSeq,Assembly,Submitters,Organization,Org_location,Release_Date,Isolate,Species,Length,Nuc_Completeness,Geo_Location,USA,Host,Tissue_Specimen_Source,Collection_Date
ON729334.1,rhinovirus A85,GenBank,,"Sereewit,J., Xie,H., Greninger,A.","UW Virology, Laboratory Medicine",,2022-07-20,,Rhinovirus A,7124,complete,USA,,Homo sapiens,,2017
ON729335.1,rhinovirus C34,GenBank,,"Sereewit,J., Xie,H., Greninger,A.","UW Virology, Laboratory Medicine",,2022-07-20,,Rhinovirus C,7060,complete,USA,,Homo sapiens,,2017
ON729338.1,rhinovirus A59,GenBank,,"Sereewit,J., Xie,H., Greninger,A.","UW Virology, Laboratory Medicine",,2022-07-20,,Rhinovirus A,7079,complete,USA,,Homo sapiens,,2017
ON729339.1,rhinovirus A101,GenBank,,"Sereewit,J., Xie,H., Greninger,A.","UW Virology, Laboratory Medicine",,2022-07-20,,Rhinovirus A,7124,complete,USA,,Homo sapiens,,2017
ON340918.1,Pegivirus hominis,GenBank,,"Greninger,A., Phung,Q., Sereewit,J.","UW Virology, Laboratory Medicine",USA,2022-06-19,,Pegivirus hominis,9119,complete,USA,,Homo sapiens,,2022-04
OM222702.1,Hepatitis C virus subtype 1b,GenBank,,"Lohmann,V.","University Hospital Heidelberg, Department of Molecular Virology",Germany,2022-06-06,GLT1,Hepacivirus hominis,9586,complete,Germany,,Homo sapiens,,2014-11-11
MZ364221.1,Adeno-associated virus,GenBank,,"Sadiq,A., Bostan,N., Yinda,K.C., Matthijnssens,J.","Comsats Institute of Information Technology, Microbiology",Pakistan,2022-05-29,AAV_PAK56,Adeno-associated virus,4430,complete,Pakistan,,Homo sapiens,feces,2015-02-02
ON497122.1,Human parechovirus 4,GenBank,,"Hietanen,E., Tripathi,L., Brockmann,E.-C., Merilahti,P., Lamminmaki,U., Susi,P.","Institute of Biomedicine, Virology",Finland,2022-05-23,K251176,Parechovirus A,7193,complete,Finland,,Homo sapiens,,
ON497129.1,Human parechovirus 6,GenBank,,"Hietanen,E., Tripathi,L., Brockmann,E.-C., Merilahti,P., Lamminmaki,U., Susi,P.","Institute of Biomedicine, Virology",Finland,2022-05-23,FI0189,Parechovirus A,7333,complete,Finland,,Homo sapiens,,
ON497141.1,Human parechovirus 5,GenBank,,"Hietanen,E., Tripathi,L., Brockmann,E.-C., Merilahti,P., Lamminmaki,U., Susi,P.","Institute of Biomedicine, Virology",Finland,2022-05-23,20552322,Parechovirus A,7342,complete,Netherlands,,Homo sapiens,,
MW535770.1,Human papillomavirus type 229,GenBank,,"Li,T., Unger,E., Rajeevan,M.","Centers for Disease Control and Prevention, Chronic Viral Disease Branch",USA,2022-05-15,TLS28,Human papillomavirus type 229,7319,complete,USA,,Homo sapiens,,2010
MW488018.1,Parechovirus A,GenBank,,"Bialasiewicz,S., Day,R., Tozer,S.","Centre for Child Health Research, Queensland Children's Hospital",Australia,2022-05-01,Q18f-41,Parechovirus A,6759,complete,Australia,,Homo sapiens,feces,2018-03-30
MW176106.1,Human lung cancer-associated polyomavirus,GenBank,,"Wang,H.","Jiangsu University, School of Medicine",China,2022-04-05,,Human lung cancer-associated polyomavirus,5232,complete,China,,Homo sapiens,tissue,2018
MZ576278.1,Sapovirus Sapozj-9,GenBank,,"Yang,S., He,Y., Zhang,J., Zhang,D., Wang,Y., Lu,X., Wang,X., Shen,Q., Ji,L., Lu,H., Zhang,W., Li,H.","Jiangsu University, School of Medicine",China,2022-04-03,,Sapovirus Sapozj-9,7542,complete,China,,Homo sapiens,feces,2016
LC699414.1,rhinovirus A78,GenBank,,"Egawa,K., Kakizaki,M., Kume,Y., Suwa,R., Kawase,M., Ono,T., Chishiki,M., Okabe,H., Norito,S., Sato,M., Sakuma,H., Suzuki,S., Hosoya,M., Takeda,M., Hashimoto,K., Shirato,K.","Department of Virology III; 4-7-1 Gakuen, Musashimurayama, Tokyo 208-0011",Japan,2022-03-23,HRV_A78_Fukushima_H260_2018,Rhinovirus A,7180,complete,Japan: Fukushima,,Homo sapiens,,2018
LC699415.1,rhinovirus A24,GenBank,,"Egawa,K., Kakizaki,M., Kume,Y., Suwa,R., Kawase,M., Ono,T., Chishiki,M., Okabe,H., Norito,S., Sato,M., Sakuma,H., Suzuki,S., Hosoya,M., Takeda,M., Hashimoto,K., Shirato,K., Sugimoto,S.","Department of Virology III; 4-7-1 Gakuen, Musashimurayama, Tokyo 208-0011",Japan,2022-03-23,HRV_A24_Fukushima_H287_2018,Rhinovirus A,7185,complete,Japan: Fukushima,,Homo sapiens,,2018
LC699416.1,rhinovirus A54,GenBank,,"Egawa,K., Kakizaki,M., Kume,Y., Suwa,R., Kawase,M., Ono,T., Chishiki,M., Okabe,H., Norito,S., Sato,M., Sakuma,H., Suzuki,S., Hosoya,M., Takeda,M., Hashimoto,K., Shirato,K., Sugimoto,S.","Department of Virology III; 4-7-1 Gakuen, Musashimurayama, Tokyo 208-0011",Japan,2022-03-23,HRV_A54_Fukushima_H504_2019,Rhinovirus A,7122,complete,Japan: Fukushima,,Homo sapiens,,2019
LC699417.1,Rhinovirus A81,GenBank,,"Egawa,K., Kakizaki,M., Kume,Y., Suwa,R., Kawase,M., Ono,T., Chishiki,M., Okabe,H., Norito,S., Sato,M., Sakuma,H., Suzuki,S., Hosoya,M., Takeda,M., Hashimoto,K., Shirato,K., Sugimoto,S.","Department of Virology III; 4-7-1 Gakuen, Musashimurayama, Tokyo 208-0011",Japan,2022-03-23,HRV_A81_Fukushima_H555_2019,Rhinovirus A,7150,complete,Japan: Fukushima,,Homo sapiens,,2019
LC699418.1,rhinovirus A16,GenBank,,"Egawa,K., Kakizaki,M., Kume,Y., Suwa,R., Kawase,M., Ono,T., Chishiki,M., Okabe,H., Norito,S., Sato,M., Sakuma,H., Suzuki,S., Hosoya,M., Takeda,M., Hashimoto,K., Shirato,K., Sugimoto,S.","Department of Virology III; 4-7-1 Gakuen, Musashimurayama, Tokyo 208-0011",Japan,2022-03-23,HRV_A16_Fukushima_H561_2019,Rhinovirus A,7150,complete,Japan: Fukushima,,Homo sapiens,,2019
LC699419.1,rhinovirus A88,GenBank,,"Egawa,K., Kakizaki,M., Kume,Y., Suwa,R., Kawase,M., Ono,T., Chishiki,M., Okabe,H., Norito,S., Sato,M., Sakuma,H., Suzuki,S., Hosoya,M., Takeda,M., Hashimoto,K., Shirato,K., Sugimoto,S.","Department of Virology III; 4-7-1 Gakuen, Musashimurayama, Tokyo 208-0011",Japan,2022-03-23,HRV_A88_Fukushima_H581_2019,Rhinovirus A,7189,complete,Japan: Fukushima,,Homo sapiens,,2019
LC699420.1,rhinovirus A58,GenBank,,"Egawa,K., Kakizaki,M., Kume,Y., Suwa,R., Kawase,M., Ono,T., Chishiki,M., Okabe,H., Norito,S., Sato,M., Sakuma,H., Suzuki,S., Hosoya,M., Takeda,M., Hashimoto,K., Shirato,K., Sugimoto,S.","Department of Virology III; 4-7-1 Gakuen, Musashimurayama, Tokyo 208-0011",Japan,2022-03-23,HRV_A58_Fukushima_H681_2019,Rhinovirus A,7143,complete,Japan: Fukushima,,Homo sapiens,,2019
LC699425.1,rhinovirus C3,GenBank,,"Egawa,K., Kakizaki,M., Kume,Y., Suwa,R., Kawase,M., Ono,T., Chishiki,M., Okabe,H., Norito,S., Sato,M., Sakuma,H., Suzuki,S., Hosoya,M., Takeda,M., Hashimoto,K., Shirato,K., Sugimoto,S.","Department of Virology III; 4-7-1 Gakuen, Musashimurayama, Tokyo 208-0011",Japan,2022-03-23,HRV_C3_Fukushima_H399_2018,Rhinovirus C,7041,complete,Japan: Fukushima,,Homo sapiens,,2018
MN765194.1,CRESS virus sp.,GenBank,,"Cordey,S., Laubscher,F., Hartley,M.A., Junier,T., Keitel,K., Docquier,M., Guex,N., Iseli,C., Vieille,G., Le Mercier,P., Gleizes,A., Samaka,J., Mlaganile,T., Kagoro,F., Masimba,J., Said,Z., Temba,H., Elbanna,G.H., Tapparel,C., Zanella,M.C., Xenarios,I., Fellay,J., D'Acremont,V., Kaiser,L., Hartley,M.-A., Zanella,M.-C.","University Hospitals of Geneva, Laboratory of Virology",Switzerland,2022-03-15,SAfia-502D,Cressdnaviricota sp.,2621,complete,Tanzania,,Homo sapiens,,2015
MT123346.1,Enterovirus A120,GenBank,,"Lu,H.H., Zhang,Y.Y.","National Institute for Viral Disease Control and Prevention, Chinese Center for Disease Control and Prevention, National Laboratory for Poliomyelitis and National Health Commission Key Laboratory for Biosafety",China,2022-02-22,Q0082/XZ/CHN/2000,Enterovirus A,7406,complete,China,,Homo sapiens,feces,2000
MW029964.1,Nuomin virus,GenBank,,"Wang,Z., Gao,Y., Liu,Q.","Jilin University, The First Hospital of Jilin University",China,2022-02-15,,Nuomin virus,10900,complete,"China: Inner Mongolia, Yakeshi",,Homo sapiens,,2017-05-10
MZ389224.1,Echovirus E13,GenBank,,"Gambaro,F., Perez,A.B., Agueera,E., Prot,M., Martinez-Martinez,L., Cabrerizo,M., Simon-Loriere,E., Fernandez-Garcia,M.D.","Institut Pasteur, G5 Evolutionary Genomics of RNA viruses",France,2022-02-09,,Enterovirus B,7366,complete,Spain,,Homo sapiens,cerebrospinal fluid,2016-05
OL519583.1,Saffold virus,GenBank,,"Mao,Q., Zhang,W.","Jiangsu University, School of Medicine",China,2022-01-06,xz015-SAFV-2,Cardiovirus B,7976,complete,China,,Homo sapiens,,2018
OK605753.1,dengue virus type I,GenBank,,"Tamura,T., Zhang,J., Madan,V., Biswas,A., Schwoerer,M.P., Cafiero,T.R., Heller,B.L., Wang,W., Ploss,A.","Princeton University, Department of Molecular Biology",USA,2022-01-04,DENV1-1_AUS_H_T1_9,Orthoflavivirus denguei,10735,complete,Australia,,Homo sapiens,blood,1983
OK605757.1,Dengue virus type 2,GenBank,,"Tamura,T., Zhang,J., Madan,V., Biswas,A., Schwoerer,M.P., Cafiero,T.R., Heller,B.L., Wang,W., Ploss,A.","Princeton University, Department of Molecular Biology",USA,2022-01-04,DENV2-1_DAK_HD_76395,Orthoflavivirus denguei,10724,complete,Senegal,,Homo sapiens,blood,1990
OK605762.1,Dengue virus type 3,GenBank,,"Tamura,T., Zhang,J., Madan,V., Biswas,A., Schwoerer,M.P., Cafiero,T.R., Heller,B.L., Wang,W., Ploss,A.","Princeton University, Department of Molecular Biology",USA,2022-01-04,DENV3-1_FPA0099,Orthoflavivirus denguei,10707,complete,Paraguay,,Homo sapiens,blood,2007
OK605767.1,Dengue virus type 4,GenBank,,"Tamura,T., Zhang,J., Madan,V., Biswas,A., Schwoerer,M.P., Cafiero,T.R., Heller,B.L., Wang,W., Ploss,A.","Princeton University, Department of Molecular Biology",USA,2022-01-04,DENV4-1_1229,Orthoflavivirus denguei,10648,complete,Indonesia,,Homo sapiens,blood,1976
OL365066.1,rhinovirus C15,GenBank,,"Greninger,A.L., Xie,H., Cruz,K., Phung,Q., Lin,M.J.","UW Virology, DLMP",USA,2022-01-04,,Rhinovirus C,6999,complete,USA,,Homo sapiens,,2021-06-15
OL365067.1,rhinovirus B6,GenBank,,"Greninger,A.L., Xie,H., Cruz,K., Phung,Q., Lin,M.J.","UW Virology, DLMP",USA,2022-01-04,,Rhinovirus B,7157,complete,USA,,Homo sapiens,,2021
OL365068.1,rhinovirus C8,GenBank,,"Greninger,A.L., Xie,H., Cruz,K., Phung,Q., Lin,M.J.","UW Virology, DLMP",USA,2022-01-04,,Rhinovirus C,7065,complete,USA,,Homo sapiens,,2021
OL638418.1,rhinovirus A25,GenBank,,"Greninger,A.L., Xie,H., Cruz,K., Phung,Q., Lin,M.J.","UW Virology, DLMP",USA,2022-01-04,43VEPM,Rhinovirus A,7078,complete,USA,,Homo sapiens,,2021-07-10
OL638420.1,rhinovirus A39,GenBank,,"Greninger,A.L., Xie,H., Cruz,K., Phung,Q., Lin,M.J.","UW Virology, DLMP",USA,2022-01-04,93XU6S,Rhinovirus A,7047,complete,USA,,Homo sapiens,,2021-07-10
OL638422.1,rhinovirus A23,GenBank,,"Greninger,A.L., Xie,H., Cruz,K., Phung,Q., Lin,M.J.","UW Virology, DLMP",USA,2022-01-04,AMNBR6,Rhinovirus A,7008,complete,USA,,Homo sapiens,,2021
OL638453.1,rhinovirus C31,GenBank,,"Greninger,A.L., Xie,H., Cruz,K., Phung,Q., Lin,M.J.","UW Virology, DLMP",USA,2022-01-04,SEA4HH,Rhinovirus C,6989,complete,USA,,Homo sapiens,,2021-06-18
OL638454.1,rhinovirus A30,GenBank,,"Greninger,A.L., Xie,H., Cruz,K., Phung,Q., Lin,M.J.","UW Virology, DLMP",USA,2022-01-04,T5X7LL,Rhinovirus A,7056,complete,USA,,Homo sapiens,,2021-06-16
OL638459.1,rhinovirus A20,GenBank,,"Greninger,A.L., Xie,H., Cruz,K., Phung,Q., Lin,M.J.","UW Virology, DLMP",USA,2022-01-04,V8G2F6,Rhinovirus A,7121,complete,USA,,Homo sapiens,,2021-07-10
OL961518.1,rhinovirus C20,GenBank,,"Greninger,A.L., Xie,H., Cruz,K., Sereewit,J., Phung,Q., Lin,M.J.","UW Virology, DLMP",USA,2022-01-04,,Rhinovirus C,7064,complete,USA,,Homo sapiens,,2021
OL961520.1,rhinovirus B42,GenBank,,"Greninger,A.L., Xie,H., Cruz,K., Sereewit,J., Phung,Q., Lin,M.J.","UW Virology, DLMP",USA,2022-01-04,,Rhinovirus B,7174,complete,USA,,Homo sapiens,,2021
OL961525.1,rhinovirus B70,GenBank,,"Greninger,A.L., Xie,H., Cruz,K., Sereewit,J., Phung,Q., Lin,M.J.","UW Virology, DLMP",USA,2022-01-04,,Rhinovirus B,7046,complete,USA,,Homo sapiens,,2021-05-12
OL961535.1,rhinovirus C44,GenBank,,"Greninger,A.L., Xie,H., Cruz,K., Sereewit,J., Phung,Q., Lin,M.J.","UW Virology, DLMP",USA,2022-01-04,,Rhinovirus C,6911,complete,USA,,Homo sapiens,,2021
OL961540.1,rhinovirus A49,GenBank,,"Greninger,A.L., Xie,H., Cruz,K., Sereewit,J., Phung,Q., Lin,M.J.","UW Virology, DLMP",USA,2022-01-04,,Rhinovirus A,7056,complete,USA,,Homo sapiens,,2021-05-27
OL961542.1,rhinovirus B91,GenBank,,"Greninger,A.L., Xie,H., Cruz,K., Sereewit,J., Phung,Q., Lin,M.J.","UW Virology, DLMP",USA,2022-01-04,,Rhinovirus B,7202,complete,USA,,Homo sapiens,,2021-05-12
OM001346.1,rhinovirus C33,GenBank,,"Greninger,A.L., Xie,H., Cruz,K., Sereewit,J., Phung,Q., Lin,M.J.","UW Virology, DLMP",USA,2022-01-04,,Rhinovirus C,7073,complete,USA,,Homo sapiens,,2021-06-22
OM001356.1,rhinovirus A47,GenBank,,"Greninger,A.L., Xie,H., Cruz,K., Sereewit,J., Phung,Q., Lin,M.J.","UW Virology, DLMP",USA,2022-01-04,,Rhinovirus A,7065,complete,USA,,Homo sapiens,,2021-07-02
OM001368.1,rhinovirus A34,GenBank,,"Greninger,A.L., Xie,H., Cruz,K., Sereewit,J., Phung,Q., Lin,M.J.","UW Virology, DLMP",USA,2022-01-04,,Rhinovirus A,7119,complete,USA,,Homo sapiens,,2021-07-09
OM001374.1,rhinovirus B3,GenBank,,"Greninger,A.L., Xie,H., Cruz,K., Sereewit,J., Phung,Q., Lin,M.J.","UW Virology, DLMP",USA,2022-01-04,,Rhinovirus B,7162,complete,USA,,Homo sapiens,,2021
OM001375.1,rhinovirus A2,GenBank,,"Greninger,A.L., Xie,H., Cruz,K., Sereewit,J., Phung,Q., Lin,M.J.","UW Virology, DLMP",USA,2022-01-04,,Rhinovirus A,7073,complete,USA,,Homo sapiens,,2021-07-09
OM001395.1,rhinovirus A63,GenBank,,"Greninger,A.L., Xie,H., Cruz,K., Sereewit,J., Phung,Q., Lin,M.J.","UW Virology, DLMP",USA,2022-01-04,,Rhinovirus A,6987,complete,USA,,Homo sapiens,,2021
OM001397.1,rhinovirus A12,GenBank,,"Greninger,A.L., Xie,H., Cruz,K., Sereewit,J., Phung,Q., Lin,M.J.","UW Virology, DLMP",USA,2022-01-04,,Rhinovirus A,7106,complete,USA,,Homo sapiens,,2021-06-22
OM001408.1,rhinovirus C7,GenBank,,"Greninger,A.L., Xie,H., Cruz,K., Sereewit,J., Phung,Q., Lin,M.J.","UW Virology, DLMP",USA,2022-01-04,,Rhinovirus C,7022,complete,USA,,Homo sapiens,,2021
OM001423.1,rhinovirus B27,GenBank,,"Greninger,A.L., Xie,H., Cruz,K., Sereewit,J., Phung,Q., Lin,M.J.","UW Virology, DLMP",USA,2022-01-04,,Rhinovirus B,7097,complete,USA,,Homo sapiens,,2021-06-21
OM001437.1,rhinovirus C36,GenBank,,"Greninger,A.L., Xie,H., Cruz,K., Sereewit,J., Phung,Q., Lin,M.J.","UW Virology, DLMP",USA,2022-01-04,,Rhinovirus C,7026,complete,USA,,Homo sapiens,,2021
OM001446.1,rhinovirus A22,GenBank,,"Greninger,A.L., Xie,H., Cruz,K., Sereewit,J., Phung,Q., Lin,M.J.","UW Virology, DLMP",USA,2022-01-04,,Rhinovirus A,7113,complete,USA,,Homo sapiens,,2021-06-22
OM001467.1,rhinovirus A46,GenBank,,"Greninger,A.L., Xie,H., Cruz,K., Sereewit,J., Phung,Q., Lin,M.J.","UW Virology, DLMP",USA,2022-01-04,,Rhinovirus A,7103,complete,USA,,Homo sapiens,,2021
MN765172.1,Adeno-associated dependoparvovirus A,GenBank,,"Cordey,S., Laubscher,F., Hartley,M.A., Junier,T., Keitel,K., Docquier,M., Guex,N., Iseli,C., Vieille,G., Le Mercier,P., Gleizes,A., Samaka,J., Mlaganile,T., Kagoro,F., Masimba,J., Said,Z., Temba,H., Elbanna,G.H., Tapparel,C., Zanella,M.C., Xenarios,I., Fellay,J., D'Acremont,V., Kaiser,L., Hartley,M.-A., Zanella,M.-C.","University Hospitals of Geneva, Laboratory of Virology",Switzerland,2021-12-19,SAfia-418D,Dependoparvovirus primate1,4685,complete,Tanzania,,Homo sapiens,,2015
MN769098.1,Torque teno hominid virus 2,GenBank,,"Cordey,S., Laubscher,F., Hartley,M.A., Junier,T., Keitel,K., Docquier,M., Guex,N., Iseli,C., Vieille,G., Le Mercier,P., Gleizes,A., Samaka,J., Mlaganile,T., Kagoro,F., Masimba,J., Said,Z., Temba,H., Elbanna,G.H., Tapparel,C., Zanella,M.C., Xenarios,I., Fellay,J., D'Acremont,V., Kaiser,L., Hartley,M.-A., Zanella,M.-C.","University Hospitals of Geneva, Laboratory of Virology",Switzerland,2021-12-19,SAfiA-232-21,Hetorquevirus hominid2,2918,complete,Tanzania,,Homo sapiens,,2015
OK254858.1,rhinovirus C40,GenBank,,"Greninger,A.L., Xie,H., Cruz,K., Phung,Q., Lin,M.J.","UW Virology, DLMP",USA,2021-12-11,,Rhinovirus C,7044,complete,USA,,Homo sapiens,,2021-06-29
OK539487.1,rhinovirus A66,GenBank,,"Greninger,A.L., Xie,H., Cruz,K., Phung,Q., Lin,M.J.","UW Virology, DLMP",USA,2021-12-11,,Rhinovirus A,7063,complete,USA,,Homo sapiens,,2021-07-02
OK649386.1,rhinovirus C43,GenBank,,"Greninger,A.L., Xie,H., Cruz,K., Phung,Q., Lin,M.J.","UW Virology, DLMP",USA,2021-12-11,,Rhinovirus C,6954,complete,USA,,Homo sapiens,,2021
OK649391.1,rhinovirus C9,GenBank,,"Greninger,A.L., Xie,H., Cruz,K., Phung,Q., Lin,M.J.","UW Virology, DLMP",USA,2021-12-11,,Rhinovirus C,7111,complete,USA,,Homo sapiens,,2021-06-16
LC655226.1,Measles virus genotype C1,GenBank,,"Ayata,M., Kimoto,T., Hayashi,K., Seto,T., Murata,R., Ogura,H., Furukawa,K., Kimura,M., Matsunaga,I., Yamano,T., Ning,X., Komase,K., Ito,N., Shingai,M., Sakamoto,K., Satoh,Y., Takahashi,K., Wakimoto,H., Kitagawa,Y., Gotoh,B., Itoh,M., Kojima,H.","Department of Virology; Asahi-machi 1-4-3, Abeno-ku, Osaka, Osaka 545-8585",Japan,2021-10-27,,Morbillivirus hominis,15894,complete,Japan: Osaka,,Homo sapiens,,1993
MK028134.1,Human poliovirus 3,GenBank,,"Liu,H., Zhang,J., Yang,Z., Ma,S.","Institute of Medical Biology, Chinese Academy of Medical Science, genetic laboratory",China,2021-10-10,,Enterovirus C,7430,complete,China,,Homo sapiens,feces,2013-10-30
MZ245455.1,Human poliovirus 2,GenBank,,"Yeh MT, Bujaki E, Dolan PT, Smith M, Wahid R, Konz J, Weiner AJ, Bandyopadhyay AS, Van Damme P, De Coster I, Revets H, Macadam A, Andino R, Yeh,M.T., Bujaki,E., Dolan,P.T., Smith,M., Wahid,R., Konz,J., Weiner,A.J., Bandyopadhyay,A.S., Van Damme,P., De Coster,I., Revets,H., Macadam,A., Andino,R.","University of California, San Francisco, Department of Microbiology and Immunology",USA,2021-10-05,,Enterovirus C,7500,complete,USA,,Homo sapiens,,2015
OK017915.1,rhinovirus C28,GenBank,,"Greninger,A.L., Xie,H., Cruz,K., Phung,Q., Lin,M.J.","UW Virology, DLMP",USA,2021-09-28,,Rhinovirus C,7075,complete,USA,,Homo sapiens,,2021-05-27
OK017946.1,rhinovirus A53,GenBank,,"Greninger,A.L., Xie,H., Cruz,K., Phung,Q., Lin,M.J.","UW Virology, DLMP",USA,2021-09-28,,Rhinovirus A,7040,complete,USA,,Homo sapiens,,2021-05-27
MZ546176.1,Norovirus sp.,GenBank,,"Yang,S., He,Y., Zhang,J., Zhang,D., Wang,Y., Lu,X., Wang,X., Shen,Q., Ji,L., Lu,H., Zhang,W., Li,H.","Jiangsu University, School of Medicine",China,2021-08-23,,Norovirus sp.,7379,complete,China,,Homo sapiens,feces,2016
MZ546191.1,Bocaparvovirus sp.,GenBank,,"Yang,S., He,Y., Zhang,J., Zhang,D., Wang,Y., Lu,X., Wang,X., Shen,Q., Ji,L., Lu,H., Zhang,W., Li,H.","Jiangsu University, School of Medicine",China,2021-08-23,,Bocaparvovirus sp.,5400,complete,China,,Homo sapiens,feces,2016
MZ540948.1,rhinovirus C23,GenBank,,"Greninger,A.L., Xie,H., Cruz,K., Phung,Q., Lin,M.J.","UW Virology, DLMP",USA,2021-08-08,,Rhinovirus C,7087,complete,USA,,Homo sapiens,,2021-05-13
MZ629123.1,rhinovirus C56,GenBank,,"Greninger,A.L., Xie,H., Cruz,K., Phung,Q., Lin,M.J.","UW Virology, DLMP",USA,2021-08-08,,Rhinovirus C,7107,complete,USA,,Homo sapiens,,2021-06-01
MZ629135.1,rhinovirus B14,GenBank,,"Greninger,A.L., Xie,H., Cruz,K., Phung,Q., Lin,M.J.","UW Virology, DLMP",USA,2021-08-08,,Rhinovirus B,7157,complete,USA,,Homo sapiens,,2021-06-07
MZ629139.1,rhinovirus B100,GenBank,,"Greninger,A.L., Xie,H., Cruz,K., Phung,Q., Lin,M.J.","UW Virology, DLMP",USA,2021-08-08,,Rhinovirus B,7022,complete,USA,,Homo sapiens,,2021-06-01
MZ629155.1,rhinovirus B4,GenBank,,"Greninger,A.L., Xie,H., Cruz,K., Phung,Q., Lin,M.J.","UW Virology, DLMP",USA,2021-08-08,,Rhinovirus B,7168,complete,USA,,Homo sapiens,,2021-06-05
MZ629169.1,rhinovirus B101,GenBank,,"Greninger,A.L., Xie,H., Cruz,K., Phung,Q., Lin,M.J.","UW Virology, DLMP",USA,2021-08-08,,Rhinovirus B,6924,complete,USA,,Homo sapiens,,2021-06-07
LC646334.1,Norovirus GI.7,GenBank,,"Yaoita,Y., Hasegawa,M., Asakura,H., Nagano,M., Hayashi,Y., Negishi,A., Kumagai,R., Kawakami,M., Hayashi,M., Yamazaki,T., Kitamura,Y., Kaku,E., Fujiwara,T., Miyake,H., Nagashima,M., Chiba,T., Suzuki,J., Sadamasu,K.","Department of Microbiology; Hyakunincho3-24-1, Shinjyuku, Tokyo 169-0073",Japan,2021-08-05,,Norwalk virus,7638,complete,Japan:Tokyo,,Homo sapiens,,2020-12
LC646339.1,Norovirus GI.6,GenBank,,"Yaoita,Y., Hasegawa,M., Asakura,H., Nagano,M., Hayashi,Y., Negishi,A., Kumagai,R., Kawakami,M., Hayashi,M., Yamazaki,T., Kitamura,Y., Kaku,E., Fujiwara,T., Miyake,H., Nagashima,M., Chiba,T., Suzuki,J., Sadamasu,K.","Department of Microbiology; Hyakunincho3-24-1, Shinjyuku, Tokyo 169-0073",Japan,2021-08-05,,Norwalk virus,7590,complete,Japan:Tokyo,,Homo sapiens,,2021-01
MW679003.1,Torque teno virus AZ1_2,GenBank,,"Collins,C.L., Kraberger,S., Fontenele,R.S., Faleye,T.O.C., Sandrolini,H., Halden,R.C., Scotch,M., Varsani,A.","Arizona State University, The Biodesign Center of Fundamental and Applied Microbiomics",USA,2021-07-18,AZ1_2,Torque teno virus AZ1_2,3770,complete,"USA: Arizona, Tempe",AZ,Homo sapiens,,2020-02-06
MW679005.1,Torque teno virus AZ6_5,GenBank,,"Collins,C.L., Kraberger,S., Fontenele,R.S., Faleye,T.O.C., Sandrolini,H., Halden,R.C., Scotch,M., Varsani,A.","Arizona State University, The Biodesign Center of Fundamental and Applied Microbiomics",USA,2021-07-18,AZ6_5,Torque teno virus AZ6_5,3684,complete,"USA: Arizona, Tempe",AZ,Homo sapiens,,2020-03-13
MW679006.1,Torque teno virus AZ7_4,GenBank,,"Collins,C.L., Kraberger,S., Fontenele,R.S., Faleye,T.O.C., Sandrolini,H., Halden,R.C., Scotch,M., Varsani,A.","Arizona State University, The Biodesign Center of Fundamental and Applied Microbiomics",USA,2021-07-18,AZ7_4,Torque teno virus AZ7_4,3781,complete,"USA: Arizona, Tempe",AZ,Homo sapiens,,2020-03-16
